,StartStation Id,EndStation Id,count
346,24,819,1
347,25,7,2
348,25,19,2
349,25,25,4
350,25,52,1
351,25,104,1
352,25,116,1
353,25,131,1
354,25,199,1
355,25,249,1
356,25,454,2
357,25,462,2
358,25,534,1
359,25,795,2
360,25,798,3
361,26,57,1
362,26,99,1
363,26,227,1
364,26,229,2
365,26,731,1
366,26,793,2
367,27,27,2
368,27,109,2
369,27,130,2
370,27,320,1
371,27,550,1
372,27,573,3
373,28,8,2
374,28,11,1
375,28,28,25
376,28,76,1
377,28,81,1
378,28,114,3
379,28,135,1
380,28,153,2
381,28,233,2
382,28,242,1
383,28,257,1
384,28,311,3
385,28,325,1
386,28,329,3
387,28,337,3
388,28,343,2
389,28,366,2
390,28,399,1
391,28,457,1
392,28,540,3
393,28,572,1
394,28,593,3
395,28,651,1
396,28,665,2
397,28,713,2
398,28,742,1
399,28,836,3
400,29,29,11
401,29,43,1
402,29,49,2
403,29,130,7
404,29,191,5
405,29,192,2
406,29,229,1
407,29,251,2
408,29,261,2
409,29,338,1
410,29,348,3
411,29,388,2
412,29,404,2
413,29,541,2
414,29,584,1
415,29,762,4
416,29,818,2
417,30,30,3
418,30,42,3
419,30,49,2
420,30,75,4
421,30,162,1
422,30,178,1
423,30,194,1
424,30,223,1
425,30,230,1
426,30,310,1
427,30,365,1
428,30,695,1
429,30,762,2
430,31,30,1
431,31,31,10
432,31,129,1
433,31,132,1
434,31,298,2
435,31,457,2
436,31,466,1
437,31,539,1
438,31,572,1
439,31,718,2
440,31,781,1
441,31,801,3
442,32,32,2
443,32,45,2
444,32,89,1
445,32,93,2
446,32,135,1
447,32,153,2
448,32,169,3
449,32,192,2
450,32,201,1
451,32,260,2
452,32,517,2
453,32,553,1
454,32,644,1
455,32,718,1
456,32,784,1
457,33,4,1
458,33,8,1
459,33,33,4
460,33,83,2
461,33,116,1
462,33,130,1
463,33,192,2
464,33,200,3
465,33,201,4
466,33,308,2
467,33,324,1
468,33,388,2
469,33,428,2
470,33,457,1
471,33,497,1
472,33,537,3
473,33,553,1
474,33,572,1
475,33,732,3
476,33,762,5
477,33,781,1
478,33,785,2
479,33,786,1
480,34,8,1
481,34,16,1
482,34,226,1
483,34,264,1
484,36,36,9
485,36,64,1
486,36,83,2
487,36,111,7
488,36,133,1
489,36,138,4
490,36,157,3
491,36,160,4
492,36,162,1
493,36,191,9
494,36,194,2
495,36,213,2
496,36,248,1
497,36,271,2
498,36,292,3
499,36,299,1
500,36,300,1
501,36,303,1
502,36,307,5
503,36,309,2
504,36,318,3
505,36,340,2
506,36,341,2
507,36,350,4
508,36,354,3
509,36,366,1
510,36,375,2
511,36,380,3
512,36,392,1
513,36,395,1
514,36,404,10
515,36,428,3
516,36,432,2
517,36,452,2
518,36,469,1
519,36,532,1
520,36,541,4
521,36,564,1
522,36,583,2
523,36,584,1
524,36,654,1
525,36,667,1
526,36,762,1
527,36,781,4
528,36,811,1
529,37,36,1
530,37,37,6
531,37,114,1
532,37,126,3
533,37,130,4
534,37,133,1
535,37,157,4
536,37,186,2
537,37,226,2
538,37,233,2
539,37,300,3
540,37,332,1
541,37,374,2
542,37,405,2
543,37,432,1
544,37,532,3
545,37,573,1
546,37,667,1
547,37,782,1
548,37,797,1
549,38,18,4
550,38,37,2
551,38,38,5
552,38,332,4
553,38,356,2
554,38,553,1
555,38,616,1
556,38,692,1
557,38,731,1
558,39,32,1
559,39,39,4
560,39,66,1
561,39,67,1
562,39,72,1
563,39,78,1
564,39,170,1
565,39,194,2
566,39,206,1
567,39,210,1
568,39,298,1
569,39,300,2
570,39,341,2
571,39,378,3
572,39,386,3
573,39,401,1
574,39,411,1
575,39,466,1
576,39,479,1
577,39,492,1
578,39,508,1
579,39,538,1
580,39,564,1
581,39,572,1
582,39,630,1
583,39,713,4
584,39,718,2
585,39,733,1
586,39,768,2
587,39,785,4
588,39,787,1
589,39,830,1
590,40,8,3
591,40,88,2
592,40,213,2
593,40,226,2
594,40,251,1
595,40,383,2
596,40,540,2
597,40,547,2
598,40,679,1
599,40,692,2
600,40,695,1
601,40,728,1
602,40,787,1
603,40,812,1
604,41,41,3
605,41,65,1
606,41,374,1
607,41,663,1
608,42,28,1
609,42,42,2
610,42,140,1
611,42,223,1
612,42,703,2
613,43,8,2
614,43,13,1
615,43,43,3
616,43,47,3
617,43,116,1
618,43,157,1
619,43,233,2
620,43,280,2
621,43,300,2
622,43,307,2
623,43,329,2
624,43,343,2
625,43,462,2
626,43,572,2
627,43,651,1
628,43,671,1
629,43,682,1
630,44,47,2
631,44,222,2
632,44,292,1
633,44,298,1
634,44,348,2
635,44,353,2
636,44,382,3
637,44,386,1
638,44,541,2
639,44,762,1
640,44,781,1
641,44,826,1
642,45,45,6
643,45,88,1
644,45,111,2
645,45,116,3
646,45,182,1
647,45,193,1
648,45,207,1
649,45,238,2
650,45,248,2
651,45,268,1
652,45,315,2
653,45,343,2
654,45,545,2
655,45,748,2
656,45,784,1
657,45,832,1
658,46,46,10
659,46,246,1
660,46,452,3
661,46,480,1
662,46,499,1
663,46,551,1
664,46,564,1
665,46,597,2
666,46,785,1
667,46,788,2
668,46,833,2
669,47,7,1
670,47,40,1
671,47,47,20
672,47,76,3
673,47,94,1
674,47,114,5
675,47,176,1
676,47,186,2
677,47,191,1
678,47,252,5
679,47,271,1
680,47,290,1
681,47,296,1
682,47,312,2
683,47,315,2
684,47,326,2
685,47,338,1
686,47,370,2
687,47,374,5
688,47,379,1
689,47,402,1
690,47,403,3
691,47,457,1
692,47,545,5
693,47,553,1
694,47,663,2
695,47,668,1
696,47,674,2
697,47,695,2
698,47,706,1
699,47,713,3
700,47,718,1
701,47,804,2
702,48,18,3
703,48,29,1
704,48,48,2
705,48,55,2
706,48,101,3
707,48,102,1
708,48,109,2
709,48,114,1
710,48,129,2
711,48,161,1
712,48,166,2
713,48,180,2
714,48,213,1
715,48,226,3
716,48,227,1
717,48,307,3
718,48,326,1
719,48,335,3
720,48,337,1
721,48,374,1
722,48,377,1
723,48,541,4
724,48,551,2
725,48,570,2
726,48,584,1
727,48,749,2
728,48,779,1
729,48,798,3
730,48,827,1
731,49,49,1
732,49,153,2
733,49,166,1
734,49,191,1
735,49,528,3
736,49,706,2
737,49,770,1
738,49,795,2
739,50,31,1
740,50,40,2
741,50,50,8
742,50,63,2
743,50,83,1
744,50,96,1
745,50,132,3
746,50,307,3
747,50,319,3
748,50,328,2
749,50,399,2
750,50,762,1
751,51,51,3
752,51,71,1
753,51,135,3
754,51,246,1
755,51,254,1
756,51,264,1
757,51,327,1
758,51,351,1
759,51,439,1
760,51,544,2
761,51,694,1
762,51,772,1
763,52,52,2
764,52,234,1
765,52,431,1
766,52,452,1
767,52,564,1
768,52,611,2
769,52,644,1
770,53,103,3
771,53,116,1
772,53,160,1
773,53,199,2
774,53,225,1
775,53,260,1
776,53,292,2
777,53,336,2
778,53,448,2
779,53,773,2
780,54,14,6
781,54,39,1
782,54,50,1
783,54,334,1
784,54,695,1
785,55,14,1
786,55,40,1
787,55,55,8
788,55,169,1
789,55,191,2
790,55,213,1
791,55,235,1
792,55,251,1
793,55,273,2
794,55,338,1
795,55,630,1
796,55,708,1
797,55,762,2
798,55,770,1
799,56,56,3
800,56,111,1
801,56,153,2
802,56,192,1
803,56,210,1
804,56,257,1
805,56,329,1
806,56,368,3
807,56,512,2
808,56,615,1
809,56,730,1
810,56,737,2
811,56,773,1
812,56,833,1
813,57,57,2
814,57,77,1
815,57,89,3
816,57,228,1
817,57,292,2
818,57,329,1
819,57,331,1
820,57,485,3
821,57,497,2
822,57,595,1
823,57,692,1
824,57,730,1
825,57,801,2
826,57,804,1
827,58,41,1
828,58,58,4
829,58,83,2
830,58,85,1
831,58,129,2
832,58,276,1
833,58,282,1
834,58,298,1
835,58,553,1
836,58,569,1
837,58,574,2
838,58,653,4
839,58,717,1
840,58,719,1
841,58,784,1
842,58,810,4
843,58,833,1
844,60,60,3
845,60,116,2
846,60,182,1
847,60,242,1
848,60,247,1
849,60,313,2
850,60,338,1
851,60,402,2
852,60,457,2
853,60,661,1
854,60,795,2
855,61,47,2
856,61,61,3
857,61,94,1
858,61,156,1
859,61,223,1
860,61,295,2
861,61,317,1
862,61,409,2
863,61,454,1
864,61,586,1
865,61,703,3
866,61,826,1
867,62,62,2
868,62,74,1
869,62,80,2
870,62,92,1
871,62,374,1
872,62,409,1
873,62,411,2
874,63,63,5
875,63,578,1
876,63,592,1
877,64,4,1
878,64,27,1
879,64,28,1
880,64,43,1
881,64,45,2
882,64,56,1
883,64,64,4
884,64,83,2
885,64,116,1
886,64,121,1
887,64,129,3
888,64,176,1
889,64,191,4
890,64,194,2
891,64,226,1
892,64,228,2
893,64,255,2
894,64,260,2
895,64,288,3
896,64,303,4
897,64,344,1
898,64,349,2
899,64,350,1
900,64,374,2
901,64,388,3
902,64,400,1
903,64,433,1
904,64,533,1
905,64,568,1
906,64,612,1
907,64,621,1
908,64,657,1
909,64,660,2
910,64,684,1
911,64,800,1
912,64,808,2
913,64,819,1
914,65,65,2
915,65,98,1
916,65,350,1
917,66,19,1
918,66,64,2
919,66,66,5
920,66,159,1
921,66,180,1
922,66,230,1
923,66,239,1
924,66,251,4
925,66,263,1
926,66,264,1
927,66,270,1
928,66,278,1
929,66,289,1
930,66,354,2
931,66,388,1
932,66,421,2
933,66,427,1
934,66,456,2
935,66,546,1
936,66,623,1
937,66,638,1
938,66,703,2
939,66,719,1
940,66,730,1
941,66,789,4
942,66,833,1
943,67,7,1
944,67,22,1
945,67,67,3
946,67,68,1
947,67,222,1
948,67,233,1
949,67,278,1
950,67,405,1
951,67,546,1
952,67,734,1
953,67,768,1
954,68,4,1
955,68,18,1
956,68,78,1
957,68,132,1
958,68,194,1
959,68,204,1
960,68,228,1
961,68,341,1
962,68,436,1
963,68,784,1
964,69,45,1
965,69,69,6
966,69,77,1
967,69,108,2
968,69,111,2
969,69,141,2
970,69,214,1
971,69,239,2
972,69,265,1
973,69,374,1
974,69,572,4
975,69,626,1
976,69,695,1
977,69,703,1
978,69,789,7
979,69,795,1
980,69,833,1
981,70,4,1
982,70,16,2
983,70,70,2
984,70,73,1
985,70,191,2
986,71,18,2
987,71,32,1
988,71,55,5
989,71,71,1
990,71,95,2
991,71,166,2
992,71,214,1
993,71,217,2
994,71,274,3
995,71,307,2
996,71,341,1
997,71,389,2
998,71,440,1
999,71,474,5
1000,71,481,3
1001,71,621,2
1002,71,649,2
1003,71,787,2
1004,71,826,1
1005,72,72,4
1006,72,83,1
1007,72,119,1
1008,72,313,1
1009,72,579,1
1010,72,695,1
1011,73,58,1
1012,73,69,1
1013,73,73,4
1014,73,85,2
1015,73,275,2
1016,73,319,1
1017,73,340,1
1018,73,354,2
1019,73,380,1
1020,73,516,1
1021,73,534,1
1022,73,733,2
1023,73,835,1
1024,74,28,2
1025,74,34,2
1026,74,74,21
1027,74,94,1
1028,74,153,1
1029,74,156,1
1030,74,172,1
1031,74,191,2
1032,74,199,1
1033,74,270,1
1034,74,278,1
1035,74,388,2
1036,74,433,1
1037,74,548,2
1038,74,658,2
1039,74,688,3
1040,74,733,2
1041,74,775,1
1042,74,782,1
1043,74,813,1
1044,74,817,1
1045,75,25,1
1046,75,50,1
1047,75,75,3
1048,75,204,2
1049,75,311,1
1050,75,326,1
1051,75,379,1
1052,75,494,1
1053,75,572,1
1054,75,578,1
1055,75,609,1
1056,75,749,2
1057,75,788,4
1058,75,799,1
1059,76,47,2
1060,76,76,13
1061,76,111,2
1062,76,129,1
1063,76,160,1
1064,76,191,1
1065,76,226,2
1066,76,229,1
1067,76,257,3
1068,76,290,2
1069,76,307,2
1070,76,315,3
1071,76,318,1
1072,76,354,1
1073,76,535,1
1074,76,572,1
1075,77,16,1
1076,77,18,2
1077,77,64,6
1078,77,65,4
1079,77,69,1
1080,77,77,11
1081,77,83,2
1082,77,88,1
1083,77,109,1
1084,77,110,3
1085,77,111,1
1086,77,136,3
1087,77,153,3
1088,77,160,3
1089,77,171,2
1090,77,213,2
1091,77,214,2
1092,77,226,1
1093,77,341,4
1094,77,388,1
1095,77,397,1
1096,77,446,1
1097,77,456,1
1098,77,477,1
1099,77,553,3
1100,77,605,1
1101,77,687,3
1102,77,747,2
1103,77,785,1
1104,78,17,1
1105,78,78,5
1106,78,135,1
1107,78,312,1
1108,78,326,2
1109,78,465,1
1110,78,613,1
1111,78,713,1
1112,79,79,6
1113,79,99,3
1114,79,150,2
1115,79,159,1
1116,79,213,2
1117,79,532,1
1118,79,544,1
1119,79,573,1
1120,80,80,3
1121,80,125,1
1122,80,196,1
1123,80,810,1
1124,80,831,1
1125,81,81,2
1126,81,138,2
1127,81,248,1
1128,81,311,1
1129,81,315,4
1130,81,400,1
1131,81,660,1
1132,81,785,1
1133,82,27,1
1134,82,84,1
1135,82,191,1
1136,82,194,1
1137,82,228,1
1138,82,427,1
1139,82,436,1
1140,82,501,2
1141,82,518,1
1142,82,594,1
1143,82,753,1
1144,83,74,2
1145,83,83,12
1146,83,94,1
1147,83,109,2
1148,83,116,1
1149,83,136,3
1150,83,148,1
1151,83,153,2
1152,83,158,1
1153,83,167,1
1154,83,173,4
1155,83,191,1
1156,83,192,2
1157,83,213,2
1158,83,228,5
1159,83,233,1
1160,83,243,1
1161,83,300,4
1162,83,336,3
1163,83,364,1
1164,83,386,4
1165,83,397,2
1166,83,420,2
1167,83,432,1
1168,83,459,1
1169,83,517,1
1170,83,594,2
1171,83,646,1
1172,83,650,1
1173,83,762,1
1174,83,799,1
1175,83,810,2
1176,83,815,1
1177,83,818,1
1178,83,826,1
1179,83,828,4
1180,83,833,1
1181,83,839,1
1182,84,84,1
1183,84,382,1
1184,85,85,11
1185,85,94,1
1186,85,136,1
1187,85,163,1
1188,85,175,1
1189,85,194,1
1190,85,271,2
1191,85,278,2
1192,85,295,1
1193,85,317,1
1194,85,321,2
1195,85,326,2
1196,85,409,1
1197,85,481,2
1198,85,526,1
1199,85,549,2
1200,85,753,2
1201,85,766,2
1202,86,207,2
1203,86,310,2
1204,87,87,1
1205,87,102,1
1206,87,251,1
1207,87,278,2
1208,87,340,1
1209,87,419,2
1210,87,480,3
1211,87,510,1
1212,87,730,1
1213,87,790,1
1214,87,819,2
1215,88,12,1
1216,88,15,2
1217,88,16,1
1218,88,18,2
1219,88,24,1
1220,88,39,2
1221,88,83,1
1222,88,88,10
1223,88,130,1
1224,88,159,1
1225,88,194,4
1226,88,222,3
1227,88,252,2
1228,88,280,3
1229,88,284,1
1230,88,306,1
1231,88,341,1
1232,88,364,2
1233,88,400,1
1234,88,401,2
1235,88,431,1
1236,88,462,1
1237,88,524,3
1238,88,612,1
1239,88,742,1
1240,88,762,1
1241,88,782,1
1242,88,802,1
1243,88,834,2
1244,89,4,1
1245,89,33,5
1246,89,71,1
1247,89,89,9
1248,89,130,1
1249,89,156,1
1250,89,194,1
1251,89,226,1
1252,89,244,1
1253,89,333,2
1254,89,350,1
1255,89,578,1
1256,89,687,10
1257,89,698,1
1258,89,762,2
1259,90,15,2
1260,90,161,1
1261,90,456,1
1262,90,457,2
1263,90,591,1
1264,90,637,1
1265,91,16,1
1266,91,91,1
1267,91,149,1
1268,91,839,1
1269,92,92,2
1270,92,153,1
1271,92,192,2
1272,92,193,1
1273,92,233,2
1274,92,248,1
1275,92,262,1
1276,92,266,1
1277,92,481,1
1278,92,831,1
1279,93,93,1
1280,93,98,2
1281,93,208,1
1282,93,251,1
1283,93,481,2
1284,93,535,1
1285,93,570,3
1286,93,697,1
1287,93,811,2
1288,94,61,4
1289,94,94,8
1290,94,125,1
1291,94,134,1
1292,94,156,1
1293,94,194,4
1294,94,217,1
1295,94,269,1
1296,94,308,1
1297,94,411,1
1298,94,481,1
1299,94,579,1
1300,94,586,1
1301,95,10,1
1302,95,72,2
1303,95,75,1
1304,95,83,1
1305,95,94,1
1306,95,95,4
1307,95,123,1
1308,95,177,1
1309,95,206,1
1310,95,228,1
1311,95,246,1
1312,95,263,1
1313,95,276,2
1314,95,292,2
1315,95,376,1
1316,95,498,1
1317,96,96,5
1318,96,132,1
1319,96,307,1
1320,96,428,1
1321,96,466,2
1322,96,485,2
1323,96,507,2
1324,96,539,1
1325,96,553,2
1326,97,97,1
1327,97,99,2
1328,97,113,1
1329,97,138,2
1330,97,191,1
1331,97,248,1
1332,97,265,2
1333,97,368,2
1334,97,392,1
1335,97,566,1
1336,97,589,1
1337,97,668,1
1338,97,762,3
1339,98,12,2
1340,98,36,3
1341,98,75,1
1342,98,98,1
1343,98,141,1
1344,98,191,3
1345,98,239,2
1346,98,251,1
1347,98,257,1
1348,98,311,1
1349,98,341,1
1350,98,345,2
1351,98,354,1
1352,98,357,2
1353,98,360,1
1354,98,457,1
1355,98,501,1
1356,98,790,1
1357,98,798,1
1358,99,6,2
1359,99,14,2
1360,99,26,1
1361,99,58,1
1362,99,99,52
1363,99,109,2
1364,99,111,10
1365,99,116,2
1366,99,129,3
1367,99,153,4
1368,99,159,3
1369,99,168,2
1370,99,169,2
1371,99,191,11
1372,99,210,2
1373,99,221,1
1374,99,225,1
1375,99,248,10
1376,99,255,2
1377,99,288,2
1378,99,292,1
1379,99,300,2
1380,99,303,2
1381,99,307,13
1382,99,320,1
1383,99,325,1
1384,99,347,1
1385,99,348,3
1386,99,350,4
1387,99,353,1
1388,99,382,2
1389,99,383,3
1390,99,388,1
1391,99,400,1
1392,99,403,6
1393,99,410,1
1394,99,426,1
1395,99,428,4
1396,99,514,3
1397,99,541,2
1398,99,559,1
1399,99,612,2
1400,99,733,3
1401,99,736,1
1402,99,762,2
1403,99,826,3
1404,100,2,1
1405,100,18,1
1406,100,74,1
1407,100,91,1
1408,100,100,5
1409,100,110,2
1410,100,180,3
1411,100,183,1
1412,100,229,1
1413,100,252,1
1414,100,270,2
1415,100,300,2
1416,100,307,2
1417,100,310,1
1418,100,354,1
1419,100,383,1
1420,100,387,2
1421,100,448,1
1422,100,484,2
1423,100,561,2
1424,100,587,1
1425,100,625,2
1426,100,737,2
1427,100,772,1
1428,100,785,1
1429,100,789,1
1430,100,813,1
1431,100,818,2
1432,100,819,1
1433,100,821,2
1434,100,839,2
1435,101,23,1
1436,101,39,2
1437,101,87,1
1438,101,101,3
1439,101,121,1
1440,101,136,2
1441,101,160,1
1442,101,204,1
1443,101,206,2
1444,101,270,1
1445,101,271,2
1446,101,303,3
1447,101,312,2
1448,101,374,2
1449,101,383,2
1450,101,398,2
1451,101,400,1
1452,101,448,2
1453,101,462,1
1454,101,481,1
1455,101,513,1
1456,101,546,1
1457,101,570,1
1458,101,579,1
1459,101,609,2
1460,101,667,2
1461,101,768,1
1462,101,772,1
1463,101,773,1
1464,101,807,1
1465,102,33,2
1466,102,81,3
1467,102,102,2
1468,102,160,2
1469,102,166,1
1470,102,400,2
1471,102,471,1
1472,102,513,2
1473,102,603,3
1474,102,821,1
1475,103,103,6
1476,103,191,2
1477,103,277,2
1478,103,292,1
1479,103,350,3
1480,103,560,1
1481,103,598,1
1482,103,622,1
1483,103,689,1
1484,103,742,2
1485,104,13,1
1486,104,102,2
1487,104,104,5
1488,104,130,1
1489,104,199,1
1490,104,325,5
1491,104,326,1
1492,104,332,1
1493,104,386,3
1494,104,420,2
1495,104,432,2
1496,104,456,4
1497,104,524,1
1498,104,579,2
1499,104,609,2
1500,104,755,1
1501,104,789,2
1502,105,29,2
1503,105,105,11
1504,105,111,3
1505,105,150,1
1506,105,228,4
1507,105,233,1
1508,105,248,2
1509,105,257,2
1510,105,307,4
1511,105,404,1
1512,105,410,1
1513,105,457,1
1514,105,477,1
1515,105,510,1
1516,105,535,2
1517,105,541,1
1518,105,566,1
1519,105,584,1
1520,105,589,2
1521,105,590,1
1522,105,605,1
1523,105,762,4
1524,105,836,1
1525,106,106,8
1526,106,109,1
1527,106,157,1
1528,106,168,1
1529,106,459,2
1530,107,54,1
1531,107,78,1
1532,107,107,17
1533,107,119,1
1534,107,130,2
1535,107,150,1
1536,107,199,1
1537,107,246,1
1538,107,341,1
1539,107,351,1
1540,107,388,2
1541,107,457,2
1542,107,527,1
1543,107,617,1
1544,107,785,9
1545,108,47,1
1546,108,55,2
1547,108,108,5
1548,108,118,1
1549,108,149,5
1550,108,192,2
1551,108,222,2
1552,108,292,2
1553,108,360,2
1554,108,402,2
1555,108,546,2
1556,108,682,2
1557,108,762,1
1558,108,781,2
1559,108,789,4
1560,109,11,1
1561,109,18,2
1562,109,44,1
1563,109,88,1
1564,109,94,1
1565,109,99,2
1566,109,109,10
1567,109,116,2
1568,109,138,2
1569,109,162,1
1570,109,187,1
1571,109,188,1
1572,109,192,1
1573,109,199,1
1574,109,219,1
1575,109,222,3
1576,109,229,1
1577,109,233,4
1578,109,248,3
1579,109,257,1
1580,109,292,2
1581,109,341,2
1582,109,382,1
1583,109,386,1
1584,109,388,1
1585,109,411,2
1586,109,452,3
1587,109,524,2
1588,109,540,1
1589,109,541,2
1590,109,579,1
1591,109,622,2
1592,109,699,1
1593,109,784,2
1594,109,792,2
1595,109,797,1
1596,109,818,1
1597,109,826,3
1598,109,833,2
1599,110,43,2
1600,110,47,2
1601,110,110,6
1602,110,210,1
1603,110,251,1
1604,110,257,2
1605,110,260,1
1606,110,292,1
1607,110,466,1
1608,110,514,1
1609,110,695,1
1610,110,789,2
1611,110,826,1
1612,111,10,4
1613,111,36,3
1614,111,43,2
1615,111,44,1
1616,111,47,2
1617,111,53,2
1618,111,64,2
1619,111,83,1
1620,111,97,1
1621,111,99,3
1622,111,100,2
1623,111,111,232
1624,111,115,2
1625,111,116,2
1626,111,129,2
1627,111,130,1
1628,111,138,7
1629,111,150,4
1630,111,151,2
1631,111,153,5
1632,111,159,1
1633,111,160,8
1634,111,166,2
1635,111,169,3
1636,111,184,2
1637,111,186,2
1638,111,188,4
1639,111,191,40
1640,111,192,5
1641,111,194,2
1642,111,195,4
1643,111,197,1
1644,111,199,2
1645,111,213,12
1646,111,226,6
1647,111,233,5
1648,111,248,12
1649,111,251,1
1650,111,252,2
1651,111,265,2
1652,111,276,2
1653,111,278,4
1654,111,279,3
1655,111,288,2
1656,111,290,2
1657,111,292,1
1658,111,300,14
1659,111,301,4
